2023,"Estimating streamflow of the Kızılırmak River, Turkey with single- and multi-station datasets using Random Forests","Dogan M.S.",02731223,"Water Science and Technology",87, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Modeling, Simulation and Control Strategy Optimization of Fuel Cell Hybrid Electric Vehicle","Usmanov U., Ruzimov S., Tonoli A., Mukhitdinov A.",26248921,"Vehicles",5, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Growing an Enhanced Culture of Polyphosphate-Accumulating Organisms to Optimize the Recovery of Phosphate from Wastewater","Thela N., Ikumi D., Harding T., Basitere M.",20734441,"Water (Switzerland)",15, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"MultiscaleDTM: An open-source R package for multiscale geomorphometric analysis","Ilich A.R., Misiuk B., Lecours V., Murawski S.A.",13611682,"Transactions in GIS",27, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Is unsubsidised energy transition possible? Feasibility of replacing diesel buses with electric ones","Arizcuren-Blasco J., Martin-Garcia R., Ruiz-Rua A.",0967070X,"Transport Policy",137, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Aerodynamic performance of a dual turbine concept characterized by a relatively close distance between rotors","Mendoza V., Katsidoniotaki E., Florentiades M., Dot Fraga J., Dyachuk E.",10954244,"Wind Energy",26, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Seeing wildlife behavior in a new way: Novel utilization of computer vision for focal reptile videography behavior study","Barnes C.H., Chumkiew S., Piyatadsananon P., Strine C.T.",00917648,"Wildlife Society Bulletin",47, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Elemental composition and thickness determination of thin films by electron probe microanalysis","Terborg R., Kim K.J., Hodoroaba V.-D.",01422421,"Surface and Interface Analysis",55, 6-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"E-Spoofer: Attacking and Defending Xiaomi Electric Scooter Ecosystem","Casagrande M., Cestaro R., Losiouk E., Conti M., Antonioli D.",,"WiSec 2023 - Proceedings of the 16th ACM Conference on Security and Privacy in Wireless and Mobile Networks",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"UE Security Reloaded: Developing a 5G Standalone User-Side Security Testing Framework","Bitsikas E., Khandker S., Salous A., Ranganathan A., Piqueras Jover R., Popper C.",,"WiSec 2023 - Proceedings of the 16th ACM Conference on Security and Privacy in Wireless and Mobile Networks",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"The Devil is in the Details: Hidden Problems of Client-Side Enterprise Wi-Fi Configurators","Wu K.L., Hue M.H., Tang K.F., Chau S.Y.",,"WiSec 2023 - Proceedings of the 16th ACM Conference on Security and Privacy in Wireless and Mobile Networks",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"LTESniffer: An Open-source LTE Downlink/Uplink Eavesdropper","Hoang T.D., Park C., Son M., Oh T., Bae S., Ahn J., Oh B., Kim Y.",,"WiSec 2023 - Proceedings of the 16th ACM Conference on Security and Privacy in Wireless and Mobile Networks",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"HEIDA: Software Examples for Rapid Introduction of Homomorphic Encryption for Privacy Preservation of Health Data","Brannvall R., Forsgren H., Linge H.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Development of a Command Line Interface for the Analysis of Result Sets from Automated Queries to Literature Databases","Brix T.J., Berentzen M., Becker L., Storck M., Varghese J.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Breaking Barriers for Interoperability: A Reference Implementation of CSV-FHIR Transformation Using Open-Source Tools","Alkarkoukly S., Kamal M.M., Beyan O.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Modeling Patient Treatment Trajectories Using Markov Chains for Cost Analysis","Haug M., Kolde R., Oja M., Pajusalu M.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"An Annotation Workbench for Semantic Annotation of Data Collection Instruments","Sasse J., Fluck J.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Reproducibility in 2023 - An End-to-End Template for Analysis and Manuscript Writing","Mang J.M., Prokosch H.-U., Kapsner L.A.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Client-Side Application of Deep Learning Models Through Teleradiology","Jodogne S.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Exploring Use Cases for CovidGraph","Gutebier L., Henkel R., Niklas C., Waltemath D.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"OpenDataPsy: An Open-Data Repository with Standardized Storage and Description for Research in Psychiatry","Saint-Dizier C., Lamer A., Zaanouar M., Amariei A., Quindroit P.",09269630,"Studies in Health Technology and Informatics",302, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Sub-Character Tokenization for Chinese Pretrained Language Models","Si C., Zhang Z., Chen Y., Qi F., Wang X., Liu Z., Wang Y., Liu Q., Sun M.",2307387X,"Transactions of the Association for Computational Linguistics",11, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"[Two-dimensional numerical study of effect of magnetic field on evolution of laser-driven jets, 磁场对激光驱动的喷流演化影响的二维数值研究]","Sun W., Lu C., Lei Z., Wang Z., Zhong J.-Y.",10003290,"Wuli Xuebao/Acta Physica Sinica",72, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Multi-Stakeholder Design for Complex Digital Health Systems: Development of a Modular Open Research Platform (MORE)","Pakianathan P.V.S., Wurhofer D., Kumar D., Niebauer J., Smeddinck J.",09269630,"Studies in Health Technology and Informatics",301, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Identifying the links among urban climate hazards, mitigation and adaptation actions and sustainability for future resilient cities","Sebestyen V., Dorgo G., Ipkovich A., Abonyi J.",22120955,"Urban Climate",49, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Spatial Analysis of Socioeconomic Factors Contributing to Food Desert in North Carolina","Tanoh V., Hashemi-Beni L.",20711050,"Sustainability (Switzerland)",15, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"A New Technique for Impervious Surface Mapping and Its Spatio-Temporal Changes from Landsat and Sentinel-2 Images","Hua L., Wang H., Zhang H., Sun F., Li L., Tang L.",20711050,"Sustainability (Switzerland)",15, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Extending Height Above Nearest Drainage to Model Multiple Fluvial Sources in Flood Inundation Mapping Applications for the U.S. National Water Model","Aristizabal F., Salas F., Petrochenkov G., Grout T., Avant B., Bates B., Spies R., Chadwick N., Wills Z., Judge J.",00431397,"Water Resources Research",59, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Data Acquisition for Estimating Energy-Efficient Solar-Powered Sensor Node Performance for Usage in Industrial IoT","Dobrilovic D., Pekez J., Desnica E., Radovanovic L., Palinkas I., Mazalica M., Djordjevic L., Mihajlovic S.",20711050,"Sustainability (Switzerland)",15, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Teaching Sustainability Using 3D Printing in Engineering Education: An Observational Study","To T.T., Al Mahmud A., Ranscombe C.",20711050,"Sustainability (Switzerland)",15, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2023,"Time Series Analysis of Temperature and Rainfall in the Savannah Region in Togo, West Africa","Yao K.M.A., Kola E., Morenikeji W., Filho W.L.",20734441,"Water (Switzerland)",15, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Developing an Open-Source IoT Platform for Optimal Irrigation Scheduling and Decision-Making: Implementation at Olive Grove Parcels","Tzerakis K., Psarras G., Kourgialas N.N.",20734441,"Water (Switzerland)",15, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Topology optimization using the lattice Boltzmann method for unsteady natural convection problems","Tanabe Y., Yaji K., Ushijima K.",1615147X,"Structural and Multidisciplinary Optimization",66, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"The impact of commercial health datasets on medical research and health-care algorithms","Alberto I.R.I., Alberto N.R.I., Ghosh A.K., Jain B., Jayakumar S., Martinez-Martin N., McCague N., Moukheiber D., Moukheiber L., Moukheiber M., Moukheiber S., Yaghy A., Zhang A., Celi L.A.",25897500,"The Lancet Digital Health",5, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"UD-SV: Urban data services and visualization framework for sharing multidisciplinary research","Samuel J., Jaillot V., Colin C., Alvarez D.V., Boix E., Servigne S., Gesquiere G.",13611682,"Transactions in GIS",27, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Integrating GRASS GIS and Jupyter Notebooks to facilitate advanced geospatial modeling education","Haedrich C., Petras V., Petrasova A., Blumentrath S., Mitasova H.",13611682,"Transactions in GIS",27, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Intraobserver repeatability for a standardized protocol to quantify keel bone damage in laying hens using discrete and continuous radiographic measures","Harrison C., Jones J., Bridges W., Ali A.",10588183,"Veterinary Radiology and Ultrasound",64, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"The subsystem quantum chemistry program Serenity","Niemeyer N., Eschenbach P., Bensberg M., Tolle J., Hellmann L., Lampe L., Massolle A., Rikus A., Schnieders D., Unsleber J.P., Neugebauer J.",17590876,"Wiley Interdisciplinary Reviews: Computational Molecular Science",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2023,"Growing Spicy ONIOMs: Extending and generalizing concepts of ONIOM and many body expansions","Seeber P., Seidenath S., Steinmetzer J., Grafe S.",17590876,"Wiley Interdisciplinary Reviews: Computational Molecular Science",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"[Machine Learning in the educational context: Evidence of prediction accuracy considering essays in English as a foreign language, Machine Learning im Bildungskontext: Evidenz für die Genauigkeit der automatisierten Beurteilung von Essays im Fach Englisch]","Meyer J., Jansen T., Fleckenstein J., Keller S., Koller O.",10100652,"Zeitschrift fur Padagogische Psychologie",37, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Deep Learning based Malware Detection for Android Systems: A Comparative Analysis","Bayazit E.C., Sahingoz O.K., Dogan B.",13303651,"Tehnicki Vjesnik",30, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"A wearable real-time kinetic measurement sensor setup for human locomotion","Wang H., Basu A., Durandau G., Sartori M.",26317176,"Wearable Technologies",4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Investigating the Relationship between Air Pollution, Meteorology, and COPD Trends in Pokhara Metropolitan City, Nepal","Prox L.",19488327,"Weather, Climate, and Society",15, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Effect of Wall Proximity and Surface Tension on a Single Bubble Rising near a Vertical Wall","Mundhra R., Lakkaraju R., Das P.K., Pakhomov M.A., Lobanov P.D.",20734441,"Water (Switzerland)",15, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"In Vitro High-Throughput Genotoxicity Testing Using γH2AX Biomarker, Microscopy and Reproducible Automatic Image Analysis in ImageJ—A Pilot Study with Valinomycin","Krizkovska B., Schatz M., Lipov J., Viktorova J., Jablonska E.",20726651,"Toxins",15, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Data From the Drain: A Sensor Framework That Captures Multiple Drivers of Chronic Coastal Floods","Gold A., Anarde K., Grimley L., Neve R., Srebnik E.R., Thelen T., Whipple A., Hino M.",00431397,"Water Resources Research",59, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2023,"Geographical Dependence of Open Hardware Optimization: Case Study of Solar Photovoltaic Racking","Rana S., Vandewetering N., Powell J., Ariza J.A., Pearce J.M.",22277080,"Technologies",11, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"TOPress: a MATLAB implementation for topology optimization of structures subjected to design-dependent pressure loads","Kumar P.",1615147X,"Structural and Multidisciplinary Optimization",66, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Predicting the Behavioral Intention of Greek University Faculty Members to Use Moodle","Lavidas K., Papadakis S., Filippidi A., Karachristos C., Misirli A., Tzavara A., Komis V., Karacapilidis N.",20711050,"Sustainability (Switzerland)",15, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Knowledge Retrieval Model Based on a Graph Database for Semantic Search in Equipment Purchase Order Specifications for Steel Plants","Cha H.-J., Choi S.-W., Lee E.-B., Lee D.-M.",20711050,"Sustainability (Switzerland)",15, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Status and Trend of the Main Allergenic Pollen Grains and Alternaria Spores in the City of Rome (2003–2019)","Di Menno di Bucchianico A., Gaddi R., Brighetti M.A., De Franco D., Miraglia A., Travaglini A.",20711050,"Sustainability (Switzerland)",15, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Fully efficient, two-stage analysis of multi-environment trials with directional dominance and multi-trait genomic selection","Endelman J.B.",00405752,"Theoretical and Applied Genetics",136, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Thermal thin shell approximation towards finite element quench simulation","Schnaubelt E., Wozniak M., Schops S.",09532048,"Superconductor Science and Technology",36, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Finite element model updating and damage identification using semi-rigidly connected frame element and optimization procedure: An experimental validation","Ghannadi P., Khatir S., Kourehli S.S., Nguyen A., Boutchicha D., Abdel Wahab M.",23520124,"Structures",50, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2023,"Energy futures of representative Swiss communities under the influence of urban development, building retrofit, and climate change","Oraiopoulos A., Hsieh S., Schlueter A.",22106707,"Sustainable Cities and Society",91, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Corrigendum to &lt; Rapid evaluation of T cell clonality in the diagnostic work-up of mature T cell neoplasms: TRBC1-based flow cytometric assay experience&gt;&lt;Translational Oncology, 26C (2022) 101552]&gt; (Translational Oncology (2022) 26, (S193652332200211X), (10.1016/j.tranon.2022.101552))","Capone M., Peruzzi B., Palterer B., Bencini S., Sanna A., Puccini B., Nassi L., Salvadori B., Statello M., Carraresi A., Stefanelli S., Orazzini C., Minuti B., Caporale R., Annunziato F.",19365233,"Translational Oncology",30, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Investigating the surfactant antagonism with the Open Source Reconstructed Epidermis (OS-Rep) model","Wedekind R., Fischer A., Mewes K.R., Brenneisen P., Holtkotter O.",08872333,"Toxicology in Vitro",88, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"How transparent are transparency reports? Comparative analysis of transparency reporting across online platforms","Urman A., Makhortykh M.",03085961,"Telecommunications Policy",47, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,"Actuator line model using simplified force calculation methods","Navarro Diaz G.P., Otero A.D., Asmuth H., Sorensen J.N., Ivanell S.",23667443,"Wind Energy Science",8, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Civilian Surveillance in the War in Ukraine: Mobilizing the Agency of the Observers of War","Hogue S.",14777487,"Surveillance and Society",21, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2023,"Coreference Resolution through a seq2seq Transition-Based System","Bohnet B., Alberti C., Collins M.",2307387X,"Transactions of the Association for Computational Linguistics",11, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"An Automated Bioinformatics Pipeline Informing Near-Real-Time Public Health Responses to New HIV Diagnoses in a Statewide HIV Epidemic","Howison M., Gillani F.S., Novitsky V., Steingrimsson J.A., Fulton J., Bertrand T., Howe K., Civitarese A., Bhattarai L., MacAskill M., Ronquillo G., Hague J., Dunn C.W., Bandy U., Hogan J.W., Kantor R.",19994915,"Viruses",15, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Criticality of Isolation Valves in Water Distribution Networks with Hydraulics and Topology","Weber R., Huzsvar T., Dellei A., Hos C.",09204741,"Water Resources Management",37, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"In vitro approach points to a chemotactic effect of melatonin on ram spermatozoa","Miguel-Jimenez S., Borao S., Portoles-Bayod V., Casao A., Perez-Pe R.",0093691X,"Theriogenology",198, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"A passively self-adjusting floating wind farm layout to increase the annual energy production","Mahfouz M.Y., Cheng P.-W.",10954244,"Wind Energy",26, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Automated recognition of ruffed grouse drumming in field recordings","Lapp S., Larkin J.L., Parker H.A., Larkin J.T., Shaffer D.R., Tett C., McNeil D.J., Fiss C.J., Kitzes J.",00917648,"Wildlife Society Bulletin",47, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Feature distribution alignments for object detection in the thermal domain","Marnissi M.A., Fradi H., Sahbani A., EssoukriBenAmara N.",01782789,"Visual Computer",39, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Predicting motor behavior: an efficient EEG signal processing pipeline to detect brain states with potential therapeutic relevance for VR-based neurorehabilitation","McDermott E.J., Metsomaa J., Belardinelli P., Grosse-Wentrup M., Ziemann U., Zrenner C.",13594338,"Virtual Reality",27, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6
2023,"Moving from VR into AR using bio-cybernetic loops and physiological sensory devices for intervention on anxiety disorders","Arquissandas P., Lamas D.R., Oliveira J.",13594338,"Virtual Reality",27, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Hansel: A Chinese Few-Shot and Zero-Shot Entity Linking Benchmark","Xu Z., Shan Z., Li Y., Hu B., Qin B.",,"WSDM 2023 - Proceedings of the 16th ACM International Conference on Web Search and Data Mining",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2023,"Unbiased Knowledge Distillation for Recommendation","Chen G., Chen J., Feng F., Zhou S., He X.",,"WSDM 2023 - Proceedings of the 16th ACM International Conference on Web Search and Data Mining",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"DGRec: Graph Neural Network for Recommendation with Diversified Embedding Generation","Yang L., Wang S., Tao Y., Sun J., Liu X., Yu P.S., Wang T.",,"WSDM 2023 - Proceedings of the 16th ACM International Conference on Web Search and Data Mining",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Learning Stance Embeddings from Signed Social Graphs","Pougue-Biyong J., Gupta A., Haghighi A., El-Kishky A.",,"WSDM 2023 - Proceedings of the 16th ACM International Conference on Web Search and Data Mining",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"VRKG4Rec: Virtual Relational Knowledge Graph for Recommendation","Lu L., Wang B., Zhang Z., Liu S., Xu H.",,"WSDM 2023 - Proceedings of the 16th ACM International Conference on Web Search and Data Mining",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
