2022,"WiFi Based Distance Estimation Using Supervised Machine Learning","Kostas K., Kostas R.Y., Zampella F., Alsehly F.",,"12th International Conference on Indoor Positioning and Indoor Navigation, IPIN 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Measuring accurate Angle of Arrival of weak LoRa signals for Indoor Positionning","Zeaiter H., Spies F., Baala O., Val T.",,"12th International Conference on Indoor Positioning and Indoor Navigation, IPIN 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"2D Simulations of Water Treatment with Upscaled Capacitive Deionization","Nordstrand J., Dutta J.",,"10th International Workshop on Simulation for Energy, Sustainable Development and Environment, SESDE 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2022,"The MiB System: An interactive storytelling experience in the wine industry","Chrysakis I., Papadakos P., Patkos T., Flouris G., Samaritakis G., Angelakis D., Tsampanaki N., Basina N., Baritakis P., Pratikaki A., Loulakakis I., Lyrarakis B.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2022,"DLMetaChain: An IoT Data Lake Architecture Based on the Blockchain","Pingos M., Christodoulou P., Andreou A.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Co-designing an interactive data platform for contextualizing the role of citizens on energy and low-carbon transitions","Xexakis G., Polutanou G., Okur O., Minkman E., Antwi S.H., Lieu J., Pearce B.B.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"In Search of Deep Learning Architectures for Load Forecasting: A Comparative Analysis and the Impact of the Covid-19 Pandemic on Model Performance","Pelekis S., Karakolis E., Silva F., Schoinas V., Mouzakitis S., Kormpakis G., Amaro N., Psarras J.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"IISA 2022 Chairs Message","",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"An end-to-end approach for scalable real time Anomaly detection in smart buildings","Karakolis E., Alexakis K., Kapsalis P., Mouzakitis S., Psarras J.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"A Machine Learning Framework for Li-Ion Battery Lifetime Prognostics","Fouka A., Lepenioti K., Bousdekis A., Mentzas G.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Intelligent Querying for Implementing Building Aggregation Pipelines","Alexakis K., Kapsalis P., Mylona Z., Kormpakis G., Karakolis E., Ntanos C., Askounis D.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Subtitle-based Viewport Prediction for 360-degree Virtual Tourism Video","Jing C., Duc T.N., Tan P.X., Kamioka E.",,"13th International Conference on Information, Intelligence, Systems and Applications, IISA 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Welcome to icSmartGrid 2022","Kikuchi H., Colak I., Sagiroglu S., Kurokawa F.",,"10th International Conference on Smart Grid, icSmartGrid 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Preface","Ma M.",,"11th International Conference on Communications, Circuits and Systems, ICCCAS 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Verifying Integrity of Deep Ensemble Models by Lossless Black-box Watermarking with Sensitive Samples","Lin L., Wu H.",,"10th International Symposium on Digital Forensics and Security, ISDFS 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2022,"A deep learning-enhanced botnet detection system based on Android manifest text mining","Yerima S.Y., To Y.",,"10th International Symposium on Digital Forensics and Security, ISDFS 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2022,"Welcome Note from General Chair","Varol A.",,"10th International Symposium on Digital Forensics and Security, ISDFS 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"A stochastic 3D model for three-phase heterogeneous microstructures in SOFC-electrodes","Theodon L., Laurencin J., Cloetens P., Debayle J.",,"11th International Symposium on Signal, Image, Video and Communications, ISIVC 2022 - Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"On the Latency and Complexity of Semi-Parallel Decoding Architectures for 5G NR Polar Codes","Mouhoubi O., Nour C.A., Baghdadi A.",,"11th International Symposium on Signal, Image, Video and Communications, ISIVC 2022 - Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2022,"Pain Detection From Facial Expressions Based on Transformers and Distillation","Morabit S.E., Rivenq A.",,"11th International Symposium on Signal, Image, Video and Communications, ISIVC 2022 - Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Bilinear optimal stabilization of a non-homogeneous Fokker-Planck equation","Ammari K., Ouzahra M., Yahyaoui S.",,"11th International Symposium on Signal, Image, Video and Communications, ISIVC 2022 - Conference Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Preface","",,"13th International Conference on Electrical Engineering, ICEENG 2022",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Welcome Message from General Chair","",,"10th IEEE International Conference on Communication, Networks and Satellite, Comnetsat 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"5G D2D Transmission Mode Selection Performance Cluster Limits Evaluation of Distributed AI and ML Techniques","Ioannou I., Christophorou C., Vassiliou V., Pitsillides A.",,"10th IEEE International Conference on Communication, Networks and Satellite, Comnetsat 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Artificial Potential Field Algorithm for Obstacle Avoidance in UAV Quadrotor for Dynamic Environment","Maarif A., Rahmaniar W., Vera M.A.M., Nuryono A.A., Majdoubi R., Cakan A.",,"10th IEEE International Conference on Communication, Networks and Satellite, Comnetsat 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,19
2021,"NL-CNN: A Resources-Constrained Deep Learning Model based on Nonlinear Convolution","Dogaru R., Dogaru I.",,"12th International Symposium on Advanced Topics in Electrical Engineering, ATEE 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Electromagnetic Transients on Power Plant Connection Caused by Lightning Event","Nicora M., La Fata A., Fiori E., Delfino F.",,"12th International Symposium on Advanced Topics in Electrical Engineering, ATEE 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Enhancing the capacity of data collection tools to detect, prepare and respond to emerging CBRNe threats through engaging with end-users","Mugavero R., Costanzo P., Thorossian W.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Drone detection with YOLOv5","Kralicek J.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Crisis Resource Management in Emergency Medicine: an Italian medical students' experience","Calandrino A., Riitano A., Ricci S., Dibenedetto S., Vento F., Torre G., Chirico M., Borgonovo G.",,"10th International Workshop on Innovative Simulation for Health Care, IWISH 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Use of Virtual Reality for Training on Procedures in an Intensive Care Unit during the COVID-19 Pandemic","Asgary A., Shafiee M.A., Guimaraes A., Nadri N., Ma P., Lee C.M., Aarabi M., Tofighi M., Solis A.O., Wu J.",,"10th International Workshop on Innovative Simulation for Health Care, IWISH 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"Risk Management in the Healthcare Facilities: Case Study","Vichova K., Peterek K., Heinzova R., Tomastik M.",,"10th International Workshop on Innovative Simulation for Health Care, IWISH 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Modelling Team Cohesion during Military Conscription: a Multidimensional Model for Task Cohesion","Bekesiene S., Smaliukiene R., Vaicaitiene R.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"New approaches for security based on the properties of nanodiamonds","Tamuliene J., Bekesiene S., Kubecek P.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Simulation in first-responders training to improve the decision-making process: chemical, biological and radiological weapons in improvised explosive devices at airports","Urban M.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Using System Dynamics approach as decision support tool in fighting against pandemic","Zawadzki T., Swieboda H., Walecki T.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Modelling &amp; Data Fusion to support Acquisition in Defence","Bruzzone A., Remondino M., Battista U., Tardito G., Santoni F.T.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Simulation-based training in the use of the EU-SENSE CBRN reconnaissance device: a case study","Gawlik-Kobylinska M., Urban M., Gudzbeler G., Misiuk A.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Serious Game for Education and Training of Industrial Managers respect Pandemics","Bruzzone A.G., Massei M., De Gloria A., De Rosa F., De Paoli A., Ferrari E.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Simulation for Education: Improving Personal Responsiveness in Case of Violent Attack","Kotek L., Kotkova D.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Conceptual terrorist attacks classification: pre-processing for artificial intelligence-based classification","Kebir O., Nouaouri I., Rejeb L., Said L.B.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2021,"AI &amp; Interoperable Simulation for Pandemics and Crisis Management","Bruzzone A.G., Gadupuri B., Schmidt W., Nikolov O., Massei M., Di Bella P., Pedemonte M.",,"11th International Defense and Homeland Security Simulation Workshop, DHSS 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Message from the Technical Program Chair and Co-Chairs","Guo L., Chen F.-C., Zhao X., Ma Z.-L.",,"13th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Equivalent Circuit of Metamaterial Formed by Array of Conductive Disks","Fu Y., Xing H., Lv X., Peng H., Xu Z., Zhang Y., Temiz M., El-Makadema A.",,"13th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Greetings from the General Chairs","Chu Q.-X., Wu J., Stone W.R., Deng L., Tu Z.-H.",,"13th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"In-House Made Inverted Microstrip Line Phase Shifter Based on Nematic Liquid Crystal","Xing H., Fu Y., Lv X., Peng H., Wu Q., Zhang Y., Temiz M., El-Makadema A.",,"13th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Adversarial Jamming for a More Effective Constellation Attack","Xie H., Xu Y., Chen Y., Ji N., Yuan S., Liu N., Xiang X.",,"13th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Dual function flexible coplanar waveguide for feeding antenna of balanced structure","Lv X., Zhang Y., Shi Q., Fu Y., Xing H., Temiz M.",,"13th International Symposium on Antennas, Propagation and EM Theory, ISAPE 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2021,"Preface","",,"10th International Conference on Advances in Computing and Communications, ICACC 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"E-Quarantine: Remote Real Time Monitoring of COVID-19 Patients","Vinod V., Fazal M.A., Thomas T.K., Jose T.K., Mathew M.A.",,"10th International Conference on Advances in Computing and Communications, ICACC 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Preface","Li T., Zhu Y., Liu W., Mallick M., Vo B.-N., Song T.L., Adams M.",,"10th International Conference on Control, Automation and Information Sciences, ICCAIS 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Welcome","Li T.",,"10th International Conference on Control, Automation and Information Sciences, ICCAIS 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Decentralized sliding-mode control laws for the bearing-based formation tracking problem","Van Vu D., Trinh M.H.",,"10th International Conference on Control, Automation and Information Sciences, ICCAIS 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"A Novel Lesion Segmentation Algorithm based on U-Net Network for Tuberculosis CT Image","Wen S., Liu J., Xu W.",,"10th International Conference on Control, Automation and Information Sciences, ICCAIS 2021 - Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Toward the Perfect Stroke: A Multimodal Approach for Table Tennis Stroke Evaluation","Sri-Iesaranusorn P., Garcia F.C., Tiausas F., Wattanakriengkrai S., Ikeda K., Yoshimoto J.",,"13th International Conference on Mobile Computing and Ubiquitous Network, ICMU 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Welcome Message from the General Co-Chairs","Kawaguchi N., Lee U.",,"13th International Conference on Mobile Computing and Ubiquitous Network, ICMU 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Analysis and Comparison of the Structure and Performance of Local Neural Networks","Cong S., Li K.",,"11th International Conference on Intelligent Control and Information Processing, ICICIP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Energy-Efficient Design for IRS-Assisted MEC Networks with NOMA","Wang Q., Zhou F., Hu H., Hu R.Q.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,12
2021,"UAV-aided Secure NOMA Transmission via Trajectory and Resource Optimization","Li Y., Wang W., Liu M., Zhao N., Jiang X., Chen Y., Wang X.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"Joint Trajectory and Beamforming Optimization for Secure UAV Transmission Aided by IRS","Pang X., Zhao N., Tang J., Niyato D., Wong K.-K.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4
2021,"Set Reconciliation for Blockchains with Slepian-Wolf Coding: Deletion Polar Codes","Liu L., Zhang S., Ling C.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2021,"Outage Probability Analysis of HARQ-Aided Terahertz Communications","Song Z., Feng J., Shi Z., Dou Q., Yang G., Li Y., Ma S.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2021,"A Novel Method to Estimate the Coordinates of LEDs in Wireless Optical Positioning Systems","Zhang K., Zhang Z., Zhu B.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Joint Sensing, Communication, and Computation Resource Allocation for Cooperative Perception in Fog-Based Vehicular Networks","Zhang X., He Z., Sun Y., Yuan S., Peng M.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5
2021,"A Preamble Based MAC Mechanism in Ad-Hoc Network","Shi C., Feng B., Wu Y., Zhang W.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Multi-Agent Learning Approach for UAVs Enabled Wireless Networks","De Simone L., Zhu Y., Xia W., Dagiuklas T., Wong K.K.",,"13th International Conference on Wireless Communications and Signal Processing, WCSP 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"An Iterative Method for Bifurcation-Free Resonant Inductive Power Transfer System Design","Campagna N., Castiglia V., Miceli R., Pellitteri F.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Backstepping Approach Based on Direct Power Control of a DFIG in WECS","Mazouz F., Belkacem S., Boukhalfa G., Colak I.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
2021,"A Vector Voltage Modulator for a Dual Inverter with a Floating Bridge to Operate in Normal and Fault Tolerant Mode","Pires V.F., Foito D., Cordeiro A., Silva J.F.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Power Management of Microgrid Integrated with Electric Vehicles in Residential Parking Station","Jin H., Nengroo S.H., Lee S., Har D.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,6,16
2021,"Achieving simulation as REBIANA Village Case Study of Photovoltaics System-Based Residential Distribution Grid","Adam S., Jenkins D., Suhail A., Rajab Z., Moftah A.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Power Factor and Reactive Power in US Residences - Survey and EnergyPlus Modeling","Anderson H.C., Al Hadi A., Jones E.S., Ionel D.M.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5
2021,"WELCOME to ICRERA 2021","Colak I., Sagiroglu S., Kurokawa F.",,"10th IEEE International Conference on Renewable Energy Research and Applications, ICRERA 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Privacy in time of a pandemic","Pandit C., Kothari H., Neuman C.",,"13th CMI Conference on Cybersecurity and Privacy - Digital Transformation - Potentials and Challenges, CMI 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2020,"Overcome IT Lab Challenge in COVID-19 with Windows-To-Go","Yang C., Wang X., Luo Y., Stefanek G.",,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,"Autonomous Electromagnetic Continuously Variable Transmission for Electric Vehicle","Rahman A., Jaffar H.A., Izan S.I.",,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Odour Detection System for Allergy Sufferers","Airehrour D., Cherrington M., Rajagopal K.",,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2020,"Leveraging Profanity for Insincere Content Detection-A Neural Network Approach","Gottipati S., Tan A., Chow D., Shan J., Lim J., Kiat W.",,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"An Overview of UPnP-based IoT Security: Threats, Vulnerabilities, and Prospective Solutions","Kayas G., Hossain M., Payton J., Islam S.M.R.",,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,7
2020,"Improving the Availability of Firewalls with a View to Increasing ICT Consumption Due Covid-19","Ursini E.L., De Castro Lobo Dos Santos H., Okano M.T.",,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
