2023,"Does Varicocele Repair Improve Conventional Semen Parameters? A Meta-Analytic Study of Before-After Data","Cannarella R., Shah R., Abo-Almagd Abdel-Meguid Hamoda T., Boitrelle F., Saleh R., Gul M., Rambhatla A., Kavoussi P., Toprak T., Harraz A.M., Ko E., Ceker G., Durairajanayagam D., Alkahidi N., Kuroda S., Crafa A., Henkel R., Salvio G., Hazir B., Darbandi M., Bendayan M., Darbandi S., Falcone M., Garrido N., Kosgi R., Kaiyal R.S., Karna K., Ho Vinh Phuoc N., Birowo P., Colpi G.M., de la Rosette J., Pinggera G.-M., Nguyen Q., Zini A., Zohdy W., Singh R., Saini P., Glina S., Lin H., Mostafa T., Rojas-Cruz C., Arafa M., Calogero A.E., Dimitriadis F., Kothari P., Karthikeyan V.S., Okada K., Chiba K., Kadioglu A., Altay B., Turunc T., Zilaitiene B., Gokalp F., Adamyan A., Katz D., Chung E., Mierzwa T.C., Zylbersztejn D.S., Paul G.M., Sofikitis N., Sokolakis I., Malhotra V., Brodjonegoro S.R., Adriansjah R., Tsujimura A., Amano T., Balercia G., Ziouziou I., Deswanto I.A., Martinez M., Park H.J., Bakircioglu M.E., Ceyhan E., Aydos K., Ramsay J., Minhas S., Hashimi M.A., Ghayda R.A., Tadros N., Sindhwani P., Ho C.C.K., Rachman R.I., Pena M.R., Motawi A., Ponnusamy A.K., Dipankar S., Amir A., Binsaleh S., Serefoglu E.C., Banthia R., Khalafalla K., Basukarno A., Bac N.H., Singla K., Ambar R.F., Makarounis K., Priyadarshi S., Kusuma Duarsa G.W., Atmoko W., Jindal S., Arianto E., Akhavizadegan H., Bardisi H.E., Shoshany O., Busetto G.M., Moussa M., Jamali M., Al-Marhoon M.S., Ruzaev M., Farsi H.M.A., Mutambirwa S., Lee D.S., Kulaksiz D., Cheng Y.-S., Bouzouita A., Sarikaya S., Kandil H., Tsampoukas G., Ala'a F., Bowa K., Savira M., Mogharabian N., Le T.V., Harjanggi M., Anh D.T., Tien Long T.Q., Soebadi M.A., Hakim L., Tanic M., Ari U.C., Parikh F.R., Calik G., Vinod K.V., Dorji G., Rezano A., Rajmil O., Ba Tien D.M., Yuan Y., Lizarraga-Salas J.F., Eze B., Ngoo K.S., Lee J., Arslan U., Agarwal A.",22874208,"World Journal of Men's Health",41, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Comparison of complication rates between anterior versus posterior approaches for treating unstable Hangman's fracture. A systematic review and meta-analysis","Pereira-Duarte M., Gagliardi M., Carazzo C.A., Camino-Willhuber G., Gotfryd A., Rogers M., Guiroy A.",25901397,"World Neurosurgery: X",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Revision of the genus Oxyarcturus (Isopoda, Valvifera, Antarcturidae), with a description of a new deep-sea species from Argentina","Pereira E., Roccatagliata D., Doti B.L.",14351935,"Zoosystematics and Evolution",99, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Seven new species of Tetranemertes Chernyshev, 1992 (Monostilifera, Hoplonemertea, Nemertea) from the Caribbean Sea, western Pacific, and Arabian Sea, and revision of the genus","Cherneva I., Ellison C.I., Zattara E.E., Norenburg J.L., Schwartz M.L., Junoy J., Maslakova S.A.",13132989,"ZooKeys",2023, 1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Failure rate, return-to-sports and magnetic resonance imaging after meniscal repair: 119 patients with 7 years mean follow up","Zicaro J.P., Garrido N., Garcia-Mansilla I., Yacuzzi C., Costa-Paz M.",22185836,"World Journal of Orthopedics",14, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Miradessus gen. nov. from South America described for two species previously in Amarodytes Régimbart, 1900 and two new species (Arthropoda, Insecta, Coleoptera, Adephaga, Dytiscidae, Hydroporinae, Bidessini)","Miller K.B., Benetti C.J., Michat M.C.",13132989,"ZooKeys",2023, 1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Forage offer from a saline wetland of Central Argentina (San Luis Province)","Barbosa O.A., Alvarez-Rogel J., Lavado R.S.",09234861,"Wetlands Ecology and Management",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Impacts on water transport networks after three widespread volcanic ashfalls in Andean Patagonian lakes","Salgado P.A., Villarosa G., Beigt D., Outes V., Stewart C., Baranzini F.",26103540,"Volcanica",6, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Clinical relevance of stem cells in lung cancer","Romeo H.E., Arcos M.L.B.",19480210,"World Journal of Stem Cells",15, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"Implementation of an Exponential Mathematical Model of Power-Torque Curves in an Algorithm for Natural Aspirated and Turbocharged Internal Combustion Engines","Rado G.R.D., Garcia D.S.P.",19918747,"WSEAS Transactions on Applied and Theoretical Mechanics",18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Tapeworms (Platyhelminthes, Cestoda) from marine chondrichthyans of the Southwestern Atlantic Ocean, and the sub-Antarctic and Antarctic islands: a checklist","Franzese S., Garcia Facal G., Menoret A.",13132989,"ZooKeys",1163, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"How the interplay among the tumor microenvironment and the gut microbiota influences the stemness of colorectal cancer cells","Diaz M.B.N., Carriere P., Gentili C.",19480210,"World Journal of Stem Cells",15, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,"PROTOZOA AND NEMATODES INFECTING ODONTOPHRYNUS OCCIDENTALIS (ANURA, ODONTOPHRYNIDAE) FROM THE MONTE DESERT OF ARGENTINA","Pineiro M., Sanabria E., Gonzalez C.",2707725X,"Zoodiversity",57, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Controversy and Consensus on Indications for Sperm DNA Fragmentation Testing in Male Infertility: A Global Survey, Current Guidelines, and Expert Recommendations","Agarwal A., Farkouh A., Saleh R., Hamoda T.A.-A.A.-M., Harraz A.M., Kavoussi P., Arafa M., Salvio G., Rambhatla A., Toprak T., Gul M., Phuoc N.H.V., Boitrelle F., Birowo P., Ghayda R.A., Cannarella R., Kuroda S., Durairajanayagam D., Zini A., Wyns C., Sarikaya S., Tremellen K., Mostafa T., Sokolakis I., Evenson D.P., Henkel R., Zohdy W., Chung E., Ziouziou I., Falcone M., Russo G.I., Al-Hashimi M., Calogero A.E., Ko E., Colpi G., Lewis S., Serefoglu E.C., Bahar F., Martinez M., Nguyen Q., Ambar R.F., Bakircioglu M.E., Kandil H., Mogharabian N., Sabbaghian M., Taniguchi H., Tsujimura A., Sajadi H., Ibrahim W., Atmoko W., Vogiatzi P., Gunes S., Gilani M.A.S., Roychoudhury S., Gungor N.D., Hakim L., Adriansjah R., Kothari P., Jindal S., Amar E., Park H.J., Long T.Q.T., Homa S., Karthikeyan V.S., Zilaitiene B., Rosas I.M., Marino A., Pescatori E., Ozer C., Akhavizadegan H., Garrido N., Busetto G.M., Adamyan A., Al-Marhoon M., Elbardisi H., Dolati P., Darbandi M., Darbandi S., Balercia G., Pinggera G.-M., Micic S., Ho C.C.K., Moussa M., Preto M., Zenoaga-Barbarosie C., Smith R.P., Kosgi R., de la Rosette J., El-Sakka A.I., Abumelha S.M., Mierzwa T.C., Ong T.A., Banihani S.A., Bowa K., Fukuhara S., Boeri L., Danacioglu Y.O., Gokalp F., Selim O.M., Cho C.-L., Tadros N.N., Ugur M.R., Ozkent M.S., Chiu P., Kalkanli A., Khalafalla K., Vishwakarma R.B., Finocchi F., Andreadakis S., Giulioni C., Ceker G., Ceyhan E., Malhotra V., Yilmaz M., Timpano M., Barrett T.L., Kim S.H.K., Ahn S.-T., Giacone F., Palani A., Duarsa G.W.K., Kadioglu A., Gadda F., Zylbersztejn D.S., Aydos K., Kulaksiz D., Gupte D., Calik G., Karna K.K., Drakopoulos P., Baser A., Kumar V., Molina J.M.C., Rajmil O., Ferreira R.H., Leonardi S., Avoyan A., Sogutdelen E., Franco G., Ramsay J., Ramirez L., Shah R., Gherabi N., Kahraman O., Trotta C., Rocco L., Ngoo K.S., Ong T.A., Sallam H., El Meliegy A., Zenoaga-Barbarosie C., Alhathal N., Chien K., Lee J., Kadioglu A., Le T.V.",22874208,"World Journal of Men's Health",41, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2023,"[The Emotion of Joy in Evagrius of Pontus’ Scholia to the Psalms, La emoción de la alegría en los Escolios a los salmos de Evagrio Póntico]","Rivas R.P.",08609411,"Vox Patrum",85, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Renaming taxa on ethical grounds threatens nomenclatural stability and scientific communication Communication from the International Commission on Zoological Nomenclature","Ceriaco L.M.P., Aescht E., Ahyong S.T., Ballerio A., Bouchard P., Bourgoin T., Dmitriev D., Evenhuis N., Grygier M.J., Harvey M.S., Kottelat M., Kluge N., Krell F.T., Kojima J.-I., Kullander S.O., Lucinda P., Lyal C.H.C., Pyle R.L., Rheindt F.E., Scioscia C.L., Welter-Schultes F., Whitmore D., Yanega D., Zhang Z.-Q., Zhou H.-Z., Pape T.",00244082,"Zoological Journal of the Linnean Society",197, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
2023,"Pampa Plain (Argentina) Wetland History through a Lake Case Study: Kakel Huincul Environmental History during the Last 600 Years","Sanchez Vuichard G., Tonello M.S., Stutz S., Navarro D., Vasquez C.",02775212,"Wetlands",43, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Short-Term Meteorological Conditions Explain Cyanobacterial Blooms in a Tropical Reservoir","Alvarez Dalinger F.S., Lozano V.L., Borja C.N., Morana L.B., Maria Monica S.",20734441,"Water (Switzerland)",15, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Surgeons’ perspectives on artificial intelligence to support clinical decision-making in trauma and emergency contexts: results from an international survey","Cobianchi L., Piccolo D., Dal Mas F., Agnoletti V., Ansaloni L., Balch J., Biffl W., Butturini G., Catena F., Coccolini F., Denicolai S., De Simone B., Frigerio I., Fugazzola P., Marseglia G., Marseglia G.R., Martellucci J., Modenese M., Previtali P., Ruta F., Venturi A., Kaafarani H.M., Loftus T.J., Abbott K.L., Abdelmalik A., Abebe N.S., Abu-Zidan F., Adam Y.A.Y., Adamou H., Adamovich D.M., Agresta F., Agrusa A., Akin E., Alessiani M., Alexandrino H., Ali S.M., Mihai V.A., Almeida P.M., Al-Shehari M.M., Altomare M., Amico F., Ammendola M., Andreuccetti J., Anestiadou E., Angelos P., Annicchiarico A., Antonelli A., Aparicio-Sanchez D., Ardito A., Argenio G., Arvieux C.C., Askevold I.H., Atanasov B.T., Augustin G., Awad S.S., Bacchiocchi G., Bagnoli C., Bahouth H., Baili E., Bains L., Baiocchi G.L., Bala M., Balague C., Balalis D., Baldini E., Baraket O., Baral S., Barone M., Barranquero A.G., Barreras J.A., Bass G.A., Bayhan Z., Bellanova G., Ben-Ishay O., Bert F., Bianchi V., Biancuzzi H., Bidoli C., Radulescu R.B., Bignell M.B., Biloslavo A., Bini R., Bissacco D., Boati P., Boddaert G., Bogdanic B., Bombardini C., Bonavina L., Bonomo L., Bottari A., Bouliaris K., Brachini G., Brillantino A., Brisinda G., Bulanauca M.M., Buonomo L.A., Burcharth J., Buscemi S., Calabretto F., Calini G., Calu V., Campanile F.C., Dall'Orto R.C., Campos-Serra A., Campostrini S., Capoglu R., Carvas J.M., Cascella M., Pattacini G.C., Celentano V., Centonze D.C., Ceresoli M., Chatzipetris D., Chessa A., Chiarello M.M., Chirica M., Chooklin S., Chouliaras C., Chowdhury S., Cianci P., Cillara N., Cimbanassi S., Cioffi S.P.B., Colak E., Ruiz E.C., Conti L., Coppola A., De Sa T.C., Costa S.D., Cozza V., Curro' G., Dabekaussen K.F.A.-S.A., D'acapito F., Damaskos D., D'ambrosio G., Das K., Davies R.J., De Beaux A.C., Fernandez S.P.L., De Luca A., De Stefano F., Degrate L., Demetrashvili Z., Demetriades A.K., Detanac D.S., Dezi A., Di Buono G., Di Carlo I., Di Lascio P., Di Martino M., Di Saverio S., Diaconescu B., Diaz J.J., Dibra R., Dimitrov E.N., Dinuzzi V.P., Dios-Barbeito S., Diyani J.F.A., Dogjani A., Domanin M., D'Oria M., Munoz-Cruzado V.D., East B., Ekelund M., Ekwen G.T., Elbaih A.H., Elhadi M., Enninghorst N., Ernisova M., Escalera-Antezana J.P., Esposito S., Esposito G., Estaire M., Fare C.N., Farre R., Favi F., Ferrario L., Vajana A.F.T., Filisetti C., Fleres F., Fonseca V.C., Forero-Torres A., Forfori F., Fortuna L., Fradelos E., Fraga G.P., Fransvea P., Frassini S., Frazzetta G., Pizzocaro E., Frountzas M., Gachabayov M., Galeiras R., Vazquez A.A.G., Gargarella S., Garzali I.U., Ghannam W.M., Ghazi F.N., Gillman L.M., Gioco R., Giordano A., Giordano L., Giove C., Giraudo G., Giuffrida M., Capponi M.G., Gois E., Gomes C.A., Gomes F.C., Gonsaga R.A.T., Gonullu E., Goosen J., Goranovic T., Gracia-Roman R., Graziano G.M.P., Griffiths E.A., Guagni T., Hadzhiev D.B., Haidar M.G., Hamid H.K.S., Hardcastle T.C., Hayati F., Healey A.J., Hecker A., Hecker M., Garcia E.F.H., Hodonou A.M., Huaman E.C., Huerta M., Ibrahim A.F., Ibrahim B.M.S., Ietto G., Inama M., Ioannidis O., Isik A., Ismail N., Ismail A.M.H., Jailani R.F., Jang J.Y., Kalfountzos C., Kalipershad S.N.R., Kaouras E., Kaplan L.J., Kara Y., Karamagioli E., Karamarkovia A., Katsaros I., Kavalakat A.J., Kechagias A., Kenig J., Kessel B.J., Khan J.S., Khokha V., Kim J.I., Kirkpatrick A.W., Klappenbach R., Kluger Y., Kobe Y., Lymperis E.K., Kok K.Y.Y., Kong V., Korkolis D.P., Koukoulis G., Kovacevic B., Kruger V.F., Kryvoruchko I.A., Kurihara H., Kuriyama A., Landaluce-Olavarria A., Lapolla P., Leppaniemi A., Licari L., Lisi G., Litvin A., Lizarazu A., Bayo H.L., Lohsiriwat V., Moreira C.C.L., Lostoridis E., Luna A.T., Luppi D., Machain V. G.M., Maegele M., Maggiore D., Magnone S., Maier R.V., Major P., Manangi M., Manetti A., Mantoglu B., Marafante C., Mariani F., Marinis A., Mariot E.A.S., Martines G., Perez A.M., Martino C., Mascagni P., Massalou D., Massaro M., Matias-Garcia B., Mazzarella G., Mazzarolo G., Melo R.B., Mendoza-Moreno F., Meric S., Meyer J., Miceli L., Michalopoulos N.V., Milana F., Mingoli A., Mishra T.S., Mohamed M., Mohamed M.I.E.A., Mohamedahmed A.Y., Mohammed M.J.S., Mohan R., Moore E.E., Morales-Garcia D., Muhrbeck M., Mulita F., Mustafa S.M.S., Muttillo E.M., Naimzada M.D., Navsaria P.H., Negoi I., Nespoli L., Nguyen C., Nidaw M.K., Nigri G., Nikolopoulos I., O'connor D.B., Ogundipe H.D., Oliveri C., Olmi S., Ong E.C.W., Orecchia L., Osipov A.V., Othman M.F., Pace M., Pacilli M., Pagani L., Palomba G., Pantalone D., Panyko A., Paolillo C., Papa M.V., Papaconstantinou D., Papadoliopoulou M., Papadopoulos A., Papis D., Pararas N., Parreira J.G., Parry N.G., Pata F., Patel T., Paterson-Brown S., Pavone G., Pecchini F., Pegoraro V., Pellino G., Pelloni M., Peloso A., Del Pozo E.P., Pereira R.G., Pereira B.M., Perez A.L., Perez S., Perra T., Perrone G., Pesce A., Petagna L., Petracca G., Phupong V., Picardi B., Picciariello A., Piccoli M., Picetti E., Pikoulis E.P., Pintar T., Pirozzolo G., Piscioneri F., Podda M., Porcu A., Privitera F., Punzo C., Quaresima S., Quiodettis M.A., Qvist N., Rahim R., de Almeida F.R., Ramely R.B., Rasa H.K., Reichert M., Reinisch-Liese A., Renne A., Riccetti C., Rodriguez-Luna M.R., Roizblatt D., Romanzi A., Romeo L., Roscio F.P.M., Rosnelifaizur R.B., Rossi S., Rubiano A.M., Ruiz-Ucar E., Sakakushev B.E., Salamea J.C., Sall I., Samarakoon L.B., Sammartano F., Arteaga A.S., Sanchez-Cordero S., Santoanastaso D.P.M., Sartelli M., Sasia D., Sato N., Savchuk A., Sawyer R.G., Scaioli G., Schizas D., Sebastiani S., Seeliger B., Lohse H.A.S., Seretis C., Sermonesi G., Serradilla-Martin M., Shelat V.G., Shlyapnikov S., Sidiropoulos T., Simoes R.L., Siragusa L., Siribumrungwong B., Slavchev M., Solaini L., Soldini G., Sopuev A., Soreide K., Sovatzidis A., Stahel P.F., Strickland M., Sultan M.A.H., Sydorchuk R., Sydorchuk L., Syed S.M.A.M., Tallon-Aguilar L., Tamburini A.M., Tamini N., Tan E.C.T.H., Tan J.H., Tarasconi A., Tartaglia N., Tartaglia G., Tartaglia D., Taylor J.V., Tebala G.D., Gonsaga R.A.T., Teuben M., Theodorou A., Tolonen M., Tomasicchio G., Toro A., Torre B., Triantafyllou T., Trigiante G.T., Tripepi M., Trostchansky J., Tsekouras K., Turrado-Rodriguez V., Tutino R., Uccelli M., Uchikov P.A., Ugarte-Sierra B., Ukkonen M.T., Vailas M., Vassiliu P.G., Vazquez A.G., Vazquez R.G., Velmahos G., Verde J.E., Verde J.M., Veroux M., Vigano J., Vilallonga R., Visconti D., Vittori A., Waledziak M., Wannatoop T., Widmer L.W., Wilson M.S.J., Woltz S., Wong T.H., Xenaki S., Yu B., Yule S., Zachariah S.K., Zacharis G., Zaghi C., Zakaria A.D., Zambrano D.A., Zampitis N., Zampogna B., Zanghi S., Zantedeschi M., Zapsalis K., Zattoni F., Zese M.",17497922,"World Journal of Emergency Surgery",18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2023,"Utility of biomarkers in the diagnosis and monitoring of asthmatic children","Xepapadaki P., Adachi Y., Pozo Beltran C.F., El-Sayed Z.A., Gomez R.M., Hossny E., Filipovic I., Le Souef P., Morais-Almeida M., Miligkos M., Nieto A., Phipatanakul W., Pitrez P.M., Wang J.-Y., Wong G.W.K., Papadopoulos N.G.",19394551,"World Allergy Organization Journal",16, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2022,"Molecular mechanisms implicated in SARS-CoV-2 liver tropism","Quarleri J., Delpino M.V.",10079327,"World Journal of Gastroenterology",28, 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Role of the combination of biologics and/or small molecules in the treatment of patients with inflammatory bowel disease","Balderramo D.",10079327,"World Journal of Gastroenterology",28, 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2022,"Larval morphology of the Madagascan endemic diving beetle genus Hovahydrus Biström, 1982 (Coleoptera: Dytiscidae) and phylogenetic comparison with other known Hyphydrini","Alarie Y., Michat M.C., Ranarilalatiana T., Bergsten J.",11755326,"Zootaxa",5219, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"The International Academy of Health Sciences Informatics: 2021 Update","Hersh W.R., Haux R., Huesing E., Ball M.J., Kimura M., Otero P., Detmer D., Koch S., Saranto K.K., Wright G.",09434747,"Yearbook of Medical Informatics",31, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2022,"Systemic corticosteroids in asthma: A call to action from World Allergy Organization and Respiratory Effectiveness Group","Bleecker E.R., Al-Ahmad M., Bjermer L., Caminati M., Canonica G.W., Kaplan A., Papadopoulos N.G., Roche N., Ryan D., Tohda Y., Yanez A., Price D.",19394551,"World Allergy Organization Journal",15, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2022,"Occurrence of microplastics in Fish from Mendoza River: First Insights into Plastic Pollution in the Central Andes, Argentina","Rios J.M., Teixeira de Mello F., De Feo B., Krojmal E., Vidal C., Loza-Argote V.A., Scheibler E.E.",20734441,"Water (Switzerland)",14, 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2022,"The last of the large-sized tortoises of the Mediterranean islands","Valenti P., Vlachos E., Kehlmaier C., Fritz U., Georgalis G.L., Lujan A.H., Micciche R., Sineo L., Delfino M.",00244082,"Zoological Journal of the Linnean Society",196, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5
2022,"The BIODESERT survey: Assessing the impacts of grazing on the structure and functioning of global drylands","Maestre F.T., Eldridge D.J., Gross N., Le Bagousse-Pinguet Y., Saiz H., Gozalo B., Ochoa V., Gaitan J.J.",13991183,"Web Ecology",22, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5
2022,"Upper gastrointestinal endoscopic findings in celiac disease at diagnosis: A multicenter international retrospective study","Stefanolo J.P., Zingone F., Gizzi C., Marsilio I., Espinet M.L., Smecuol E.G., Khaouli M., Moreno M.L., Pinto-Sanchez M.I., Niveloni S.I., Verdu E.F., Ciacci C., Bai J.C.",10079327,"World Journal of Gastroenterology",28, 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2022,"[From the crime of passion to the violent man thesis. The feminicides of Briant (1984) and Muñiz (1988) in the Argentinean press, DEL CRIMEN PASIONAL A LA TESIS DEL HOMBRE GOLPEADOR Los feminicidios de Briant (1984) y Muñiz (1988) en la prensa argentina]","Gago M.P.",26959631,"VISUAL Review. International Visual Culture Review / Revista Internacional de Cultura",9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Do not put all your eggs in one basket: social perspectives on desalination and water recycling in Israel","Sneegas G., Seghezzo L., Brannstrom C., Jepson W., Eckstein G.",13667017,"Water Policy",24, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,"Degradation of Emerging Pollutants by Photocatalysis: Radiation Modeling and Kinetics in Packed-Bed Reactors","Manassero A., Alfano O.M., Satuf M.L.",20734441,"Water (Switzerland)",14, 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,"Conversion from Laparoscopic to Open Appendectomy: Trends, Risk Factors and Outcomes. A 15-Year Single-Center Analysis of 2193 Adult Patients","Monrabal Lezama M., Casas M.A., Angeramo C.A., Bras Harriott C., Schlottmann F.",03642313,"World Journal of Surgery",46, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2022,"Behind, through and beyond capitalist platforms Platformisation of work and labour in informational capitalism","Zukerfeld M.",1745641X,"Work Organisation, Labour and Globalisation",16, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
